Index,Codul candidatului,Poziţia în ierarhia Evaluare Națională 2025,Școala de proveniență,Limba şi literatura română - Notă,Limba şi literatura română - Contestație,Limba şi literatura română - Notă finală,Matematică - Notă,Matematică - Contestație,Matematică - Notă finală,Limba şi literatura maternă - Denumire,Limba şi literatura maternă - Notă,Limba şi literatura maternă - Contestație,Limba şi literatura maternă - Notă finală,Media la evaluarea națională
136,TM10127356,3075,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,6.60,-,-,6.80,-,-,-,-,-,-,6.70
137,TM10127360,2775,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,7.85,-,-,6.30,-,-,-,-,-,-,7.07
138,TM10127410,1406,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.90,-,-,8.10,-,-,-,-,-,-,8.50
139,TM10128505,772,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",8.80,-,-,9.30,-,-,-,-,-,-,9.05
140,TM10128729,751,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.30,-,-,8.80,-,-,-,-,-,-,9.05
141,TM10128916,1940,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.05,-,-,8.00,-,-,-,-,-,-,8.02
142,TM10129172,2987,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,7.20,-,-,6.40,-,-,-,-,-,-,6.80
143,TM10129246,3572,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,6.45,-,-,5.65,-,-,-,-,-,-,6.05
144,TM10129384,1379,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.85,-,-,8.20,-,-,-,-,-,-,8.52
145,TM10130204,1063,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",9.10,-,-,8.50,-,-,-,-,-,-,8.80
146,TM10130478,4701,ȘCOALA GIMNAZIALĂ NR.15 TIMIȘOARA,4.60,-,-,4.00,-,-,-,-,-,-,4.30
147,TM10130503,1273,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.50,-,-,7.70,-,-,-,-,-,-,8.60
148,TM10130591,5029,ȘCOALA GIMNAZIALĂ ULIUC,2.85,-,-,4.00,-,-,-,-,-,-,3.42
149,TM10130695,3721,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,6.70,-,-,5.00,-,-,-,-,-,-,5.85
150,TM10130735,771,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",8.85,-,-,9.25,-,-,-,-,-,-,9.05
151,TM10130764,3688,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",6.40,-,-,5.40,-,-,-,-,-,-,5.90
152,TM10130864,4969,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,2.80,-,-,4.50,-,-,-,-,-,-,3.65
153,TM10130915,4050,ȘCOALA GIMNAZIALĂ NR.27 TIMIȘOARA,6.15,-,-,4.65,-,-,-,-,-,-,5.40
154,TM10130921,2195,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.40,-,-,7.10,-,-,-,-,-,-,7.75
155,TM10130973,2558,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",8.95,-,-,5.75,-,-,-,-,-,-,7.35
156,TM10131165,2363,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.80,-,-,7.35,-,-,-,-,-,-,7.57
157,TM10131213,1418,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.55,-,-,8.45,-,-,-,-,-,-,8.50
158,TM10131273,5215,ȘCOALA GIMNAZIALĂ ULIUC,1.90,-,-,1.50,-,-,-,-,-,-,1.70
159,TM10131312,2566,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.80,-,-,6.90,-,-,-,-,-,-,7.35
160,TM10131346,3243,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,6.85,-,-,6.15,-,-,-,-,-,-,6.50
161,TM10131414,2666,"LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA",7.40,-,-,7.05,-,-,-,-,-,-,7.22
162,TM10131590,2738,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",7.45,-,-,6.80,-,-,-,-,-,-,7.12
163,TM10131681,637,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",9.35,-,-,8.95,-,-,-,-,-,-,9.15
164,TM10131756,2490,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",8.55,-,-,6.30,-,-,-,-,-,-,7.42
165,TM10131860,3767,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",6.45,-,-,5.15,-,-,-,-,-,-,5.80
166,TM10131959,5244,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,Absent,-,-,Absent,-,-,-,-,-,-,Absent
167,TM10131974,1248,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",9.15,-,-,8.10,-,-,-,-,-,-,8.62
168,TM10132204,2439,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",7.30,-,-,7.70,-,-,-,-,-,-,7.50
169,TM10132247,3708,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",5.75,-,-,6.00,-,-,-,-,-,-,5.87
170,TM10132406,3889,LICEUL TEORETIC PERIAM,5.05,-,-,6.20,-,-,-,-,-,-,5.62
171,TM10132413,1080,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.45,-,-,9.15,-,-,-,-,-,-,8.80
172,TM10132488,1112,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",9.05,-,-,8.45,-,-,-,-,-,-,8.75
173,TM10152269,2140,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.70,-,-,6.90,-,-,-,-,-,-,7.80
174,TM10156496,1015,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",8.95,-,-,8.75,-,-,-,-,-,-,8.85
175,TM10167118,2744,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",7.05,-,-,7.20,-,-,-,-,-,-,7.12
176,TM10167446,1381,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",8.75,-,-,8.30,-,-,-,-,-,-,8.52
177,TM10167647,5114,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",2.70,-,-,3.00,-,-,-,-,-,-,2.85
178,TM10167671,4983,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",4.20,-,-,3.00,-,-,-,-,-,-,3.60
179,TM10167721,3361,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",6.35,-,-,6.30,-,-,-,-,-,-,6.32
180,TM10173756,1820,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,7.90,-,-,8.40,-,-,-,-,-,-,8.15
181,TM10263840,2188,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",7.40,-,-,8.15,-,-,-,-,-,-,7.77
182,TM10264006,241,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.45,-,-,9.60,-,-,-,-,-,-,9.52
183,TM10264034,3076,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",6.45,-,-,6.95,-,-,-,-,-,-,6.70
184,TM10264094,150,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.55,-,-,9.70,-,-,-,-,-,-,9.62
185,TM10264121,278,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.60,-,-,9.35,-,-,-,-,-,-,9.47
186,TM10264222,5,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.95,-,-,10.00,-,-,-,-,-,-,9.97
187,TM10264249,1623,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,9.05,-,-,7.60,-,-,-,-,-,-,8.32
188,TM10264333,55,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.70,-,-,9.85,-,-,-,-,-,-,9.77
189,TM10264356,549,"LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA",9.60,-,-,8.85,-,-,-,-,-,-,9.22
190,TM10264383,508,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.70,-,-,9.85,-,-,-,-,-,-,9.27
191,TM10264424,664,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,9.35,-,-,8.90,-,-,-,-,-,-,9.12
192,TM10264434,3139,"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA",7.10,-,-,6.15,-,-,-,-,-,-,6.62
193,TM10264464,2932,LICEUL WALDORF TIMIȘOARA,7.00,-,-,6.75,-,-,-,-,-,-,6.87
194,TM10269183,1836,"LICEUL TEHNOLOGIC ""ROMULUS PARASCHIVOIU"" LOVRIN",8.45,-,-,7.80,-,-,-,-,-,-,8.12
195,TM10269424,2578,ȘCOALA GIMNAZIALĂ BILED,6.65,-,-,8.05,-,-,-,-,-,-,7.35
196,TM10269458,4926,ȘCOALA GIMNAZIALĂ ȘANDRA,3.95,-,-,3.60,-,-,-,-,-,-,3.77
197,TM10270532,3437,ȘCOALA GIMNAZIALĂ BILED,6.45,-,-,6.00,-,-,-,-,-,-,6.22
198,TM10270944,4832,ȘCOALA GIMNAZIALĂ NR.15 TIMIȘOARA,3.05,-,-,5.00,-,-,-,-,-,-,4.02
199,TM10271919,1756,LICEUL TEORETIC GĂTAIA,8.30,-,-,8.10,-,-,-,-,-,-,8.20
200,TM10272025,5245,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,Absent,-,-,Absent,-,-,-,-,-,-,Absent
201,TM10272209,4613,LICEUL TEORETIC GĂTAIA,5.75,-,-,3.20,-,-,-,-,-,-,4.47
202,TM10272754,4429,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,4.60,-,-,5.10,-,-,-,-,-,-,4.85
203,TM10273139,4335,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,4.85,-,-,5.15,-,-,-,-,-,-,5.00
204,TM10273760,5246,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
205,TM10273953,4665,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,5.70,-,-,3.00,-,-,-,-,-,-,4.35
206,TM10274225,3819,LICEUL TEORETIC GĂTAIA,5.85,-,-,5.60,-,-,-,-,-,-,5.72
207,TM10274257,3615,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,6.70,-,-,5.30,-,-,-,-,-,-,6.00
208,TM10274842,3907,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,7.45,-,-,3.70,-,-,-,-,-,-,5.57
209,TM10274939,4971,LICEUL TEORETIC GĂTAIA,4.25,-,-,3.00,-,-,-,-,-,-,3.62
210,TM10276227,1130,LICEUL TEORETIC GĂTAIA,9.65,-,-,7.80,-,-,-,-,-,-,8.72
211,TM10276524,4616,LICEUL TEORETIC GĂTAIA,4.45,-,-,4.50,-,-,-,-,-,-,4.47
212,TM10277440,3891,LICEUL TEORETIC GĂTAIA,7.65,-,-,3.55,-,-,-,-,-,-,5.60
213,TM10278613,994,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,8.75,-,-,9.00,-,-,-,-,-,-,8.87
214,TM10279293,3414,LICEUL TEORETIC GĂTAIA,7.00,-,-,5.50,-,-,-,-,-,-,6.25
215,TM10279698,5247,LICEUL TEORETIC GĂTAIA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
216,TM10280274,5248,LICEUL TEORETIC GĂTAIA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
217,TM10280619,3968,LICEUL TEORETIC GĂTAIA,6.35,-,-,4.65,-,-,-,-,-,-,5.50
218,TM10281546,4861,ȘCOALA GIMNAZIALĂ DAROVA,4.20,-,-,3.70,-,-,-,-,-,-,3.95
219,TM10282011,3148,LICEUL TEORETIC GĂTAIA,6.15,-,-,7.10,-,-,-,-,-,-,6.62
220,TM10282188,4350,LICEUL TEORETIC GĂTAIA,4.45,-,-,5.50,-,-,-,-,-,-,4.97
221,TM10286700,1191,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",8.80,-,-,7.60,-,-,Limba maghiara,9.65,-,-,8.68
222,TM10287656,3077,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",6.45,-,-,5.60,-,-,Limba maghiara,8.05,-,-,6.70
223,TM10288026,1244,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",9.45,-,-,7.40,-,-,Limba maghiara,9.05,-,-,8.63
224,TM10288186,3127,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",5.30,-,-,5.70,-,-,Limba maghiara,8.90,-,-,6.63
225,TM10289428,325,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.50,-,-,9.35,-,-,-,-,-,-,9.42
226,TM10291769,1313,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.00,-,-,8.15,-,-,-,-,-,-,8.57
227,TM10294487,3648,LICEUL TEORETIC RECAȘ,6.75,-,-,5.15,-,-,-,-,-,-,5.95
228,TM10295438,822,ȘCOALA GIMNAZIALĂ JIMBOLIA,9.25,-,-,8.75,-,-,-,-,-,-,9.00
229,TM10295718,4671,LICEUL TEORETIC RECAȘ,5.00,-,-,3.70,-,-,-,-,-,-,4.35
230,TM10296609,2644,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,8.00,-,-,6.50,-,-,-,-,-,-,7.25
231,TM10297771,1412,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,8.80,-,-,8.20,-,-,-,-,-,-,8.50
232,TM10297969,3667,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,7.00,-,-,4.85,-,-,-,-,-,-,5.92
233,TM10299088,4020,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,5.65,-,-,5.25,-,-,-,-,-,-,5.45
234,TM10299240,4819,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,3.60,-,-,4.50,-,-,-,-,-,-,4.05
235,TM10299405,3858,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,5.20,-,-,6.15,-,-,-,-,-,-,5.67
236,TM10301517,1032,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,9.25,-,-,8.40,-,-,-,-,-,-,8.82
237,TM10301625,1981,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,8.20,-,-,7.75,-,-,-,-,-,-,7.97
238,TM10301745,3793,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,6.70,-,-,4.80,-,-,-,-,-,-,5.75
239,TM10301873,3823,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,5.55,-,-,5.90,-,-,-,-,-,-,5.72
240,TM10302486,1262,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,8.60,-,-,8.65,-,-,-,-,-,-,8.62
241,TM10302820,52,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",10.00,-,-,9.55,-,-,-,-,-,-,9.77
242,TM10305478,927,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.90,-,-,8.95,-,-,-,-,-,-,8.92
243,TM10305633,364,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.05,-,-,9.75,-,-,-,-,-,-,9.40
244,TM10306036,4724,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",5.50,-,-,3.00,-,-,-,-,-,-,4.25
245,TM10306583,5070,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,2.95,-,-,3.50,-,-,-,-,-,-,3.22
246,TM10307921,3527,"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA",6.70,-,-,5.50,-,-,-,-,-,-,6.10
247,TM10309293,857,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,9.15,-,-,8.80,-,-,-,-,-,-,8.97
248,TM10313398,2460,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",7.20,-,-,7.75,-,-,-,-,-,-,7.47
249,TM10313650,3510,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,6.50,-,-,5.75,-,-,-,-,-,-,6.12
250,TM10314406,2405,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.75,-,-,7.30,-,-,-,-,-,-,7.52
251,TM10314648,2481,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,7.65,-,-,7.25,-,-,-,-,-,-,7.45
252,TM10315304,5039,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,3.25,-,-,3.50,-,-,-,-,-,-,3.37
253,TM10315684,2336,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,7.90,-,-,7.30,-,-,-,-,-,-,7.60
254,TM10316410,2262,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.15,-,-,6.20,-,-,-,-,-,-,7.67
255,TM10316576,4175,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,5.60,-,-,4.85,-,-,-,-,-,-,5.22
256,TM10316769,1367,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,9.20,-,-,7.85,-,-,-,-,-,-,8.52
257,TM10316877,4079,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,6.70,-,-,4.00,-,-,-,-,-,-,5.35
258,TM10317043,933,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,8.80,-,-,9.05,-,-,-,-,-,-,8.92
259,TM10318746,4375,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,5.65,-,-,4.20,-,-,-,-,-,-,4.92
260,TM10326453,1302,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,8.10,-,-,9.10,-,-,-,-,-,-,8.60
261,TM10327621,2944,ȘCOALA GIMNAZIALĂ FOENI,7.60,-,-,6.10,-,-,-,-,-,-,6.85
262,TM10328105,4951,ȘCOALA GIMNAZIALĂ FOENI,3.90,-,-,3.50,-,-,-,-,-,-,3.70
263,TM10328129,3442,ȘCOALA GIMNAZIALĂ FOENI,7.75,-,-,4.65,-,-,-,-,-,-,6.20
264,TM10328256,4260,ȘCOALA GIMNAZIALĂ FOENI,5.60,-,-,4.60,-,-,-,-,-,-,5.10
265,TM10328363,2215,ȘCOALA GIMNAZIALĂ FOENI,8.65,-,-,6.80,-,-,-,-,-,-,7.72
266,TM10329892,2908,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",7.20,-,-,6.60,-,-,-,-,-,-,6.90
267,TM10330676,5204,"LICEUL TEHNOLOGIC ""TRAIAN GROZĂVESCU"" NĂDRAG",1.40,-,-,2.50,-,-,-,-,-,-,1.95
268,TM10332507,2947,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,7.30,-,-,6.40,-,-,-,-,-,-,6.85
269,TM10333527,2951,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,7.05,-,-,6.65,-,-,-,-,-,-,6.85
270,TM10333856,4786,ȘCOALA GIMNAZIALĂ FOENI,4.10,-,-,4.15,-,-,-,-,-,-,4.12
271,TM10335350,2843,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",8.25,-,-,5.70,-,-,-,-,-,-,6.97
272,TM10335377,1628,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",8.70,-,-,7.95,-,-,-,-,-,-,8.32
273,TM10335442,2356,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",8.20,-,-,6.95,-,-,-,-,-,-,7.57
274,TM10335499,34,"COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA",9.85,-,-,9.80,-,-,-,-,-,-,9.82
275,TM10335628,64,LICEUL TEORETIC ”WENDY KIDS” TIMIȘOARA,9.80,-,-,9.70,-,-,-,-,-,-,9.75
276,TM10335666,3197,ȘCOALA GIMNAZIALĂ ȘAG,8.60,-,-,4.50,-,-,-,-,-,-,6.55
277,TM10336306,4765,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",4.35,-,-,4.00,-,-,-,-,-,-,4.17
278,TM10336378,3355,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",7.35,-,-,5.30,-,-,-,-,-,-,6.32
279,TM10336398,1120,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",8.65,-,-,8.85,-,-,-,-,-,-,8.75
280,TM10336475,3692,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",5.80,-,-,6.00,-,-,-,-,-,-,5.90
281,TM10336626,3994,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",5.95,-,-,5.00,-,-,-,-,-,-,5.47
282,TM10336786,3754,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",7.65,-,-,3.95,-,-,-,-,-,-,5.80
283,TM10336841,2989,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",6.60,-,-,7.00,-,-,-,-,-,-,6.80
284,TM10336902,1731,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",7.90,-,-,8.55,-,-,-,-,-,-,8.22
285,TM10336959,3396,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",7.00,-,-,5.55,-,-,-,-,-,-,6.27
286,TM10337488,2532,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",7.40,-,-,7.40,-,-,-,-,-,-,7.40
287,TM10338233,419,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.80,-,-,8.85,-,-,-,-,-,-,9.32
288,TM10341637,5249,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,Absent,-,-,Absent,-,-,-,-,-,-,Absent
289,TM10341719,1460,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,8.05,-,-,8.90,-,-,-,-,-,-,8.47
290,TM10341762,3241,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,7.00,-,-,6.00,-,-,-,-,-,-,6.50
291,TM10341793,3742,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,6.15,-,-,5.50,-,-,-,-,-,-,5.82
292,TM10341837,4669,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,5.15,-,-,3.55,-,-,-,-,-,-,4.35
293,TM10341869,3657,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,5.80,-,-,6.10,-,-,-,-,-,-,5.95
294,TM10341958,2782,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,6.90,-,-,7.25,-,-,-,-,-,-,7.07
295,TM10342592,701,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,9.05,-,-,9.15,-,-,-,-,-,-,9.10
296,TM10342668,3230,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",5.80,-,-,7.25,-,-,-,-,-,-,6.52
297,TM10342896,1220,"LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ",9.55,-,-,7.75,-,-,-,-,-,-,8.65
298,TM10342918,3446,LICEUL TEORETIC ”WENDY KIDS” TIMIȘOARA,7.35,-,-,5.05,-,-,-,-,-,-,6.20
299,TM10343091,2650,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,7.45,-,-,7.05,-,-,-,-,-,-,7.25
300,TM10343169,2923,"LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ",8.00,-,-,5.75,-,-,-,-,-,-,6.87
301,TM10343248,1778,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,8.55,-,-,7.80,-,-,-,-,-,-,8.17
302,TM10343303,4948,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,3.45,-,-,4.00,-,-,-,-,-,-,3.72
303,TM10343312,4145,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",6.20,-,-,4.35,-,-,-,-,-,-,5.27
304,TM10343426,4316,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,5.05,-,-,5.00,-,-,-,-,-,-,5.02
305,TM10343463,1317,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,8.80,-,-,8.35,-,-,-,-,-,-,8.57
306,TM10343478,5250,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,Absent,-,-,Absent,-,-,-,-,-,-,Absent
307,TM10343528,3111,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,7.40,-,-,5.90,-,-,-,-,-,-,6.65
308,TM10343613,1339,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",9.10,-,-,8.00,-,-,-,-,-,-,8.55
309,TM10343929,5020,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",3.90,-,-,3.00,-,-,-,-,-,-,3.45
310,TM10344027,4651,ȘCOALA GIMNAZIALĂ DENTA,6.15,-,-,2.60,-,-,-,-,-,-,4.37
311,TM10344067,4087,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",5.55,-,-,5.15,-,-,-,-,-,-,5.35
312,TM10344101,734,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",8.90,-,-,9.25,-,-,-,-,-,-,9.07
313,TM10344169,5230,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",1.80,-,-,Absent,-,-,-,-,-,-,Absent
314,TM10344190,4136,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",5.00,-,-,5.60,-,-,-,-,-,-,5.30
315,TM10344203,4371,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",6.20,-,-,3.65,-,-,-,-,-,-,4.92
316,TM10344251,5251,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,Absent,-,-,Absent,-,-,-,-,-,-,Absent
317,TM10344260,4514,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",5.35,-,-,4.00,-,-,-,-,-,-,4.67
318,TM10344371,3794,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",6.50,-,-,5.00,-,-,-,-,-,-,5.75
319,TM10344395,1342,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",8.85,-,-,8.25,-,-,-,-,-,-,8.55
320,TM10344662,588,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,9.25,-,-,9.15,-,-,-,-,-,-,9.20
321,TM10345449,119,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,9.70,-,-,9.65,-,-,-,-,-,-,9.67
322,TM10345520,350,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",9.55,-,-,9.25,-,-,-,-,-,-,9.40
323,TM10345874,3484,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,7.75,-,-,4.55,-,-,-,-,-,-,6.15
324,TM10345923,4358,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,5.40,-,-,4.50,-,-,-,-,-,-,4.95
